T;WV;WK;BZ;SPR;WBER;ABG;UNG;SPOE;FPOE;OEVP;GRUE;NEOS;WWW;ANDAS;GFW;SLP;WIFF;M;FREIE
4;1;2;7;20;688;445;23;164;54;34;117;42;0;11;0;0;0;0;0
4;1;18;23;31;647;430;7;104;112;92;51;58;1;5;0;0;0;0;0
4;1;16;21;56;958;551;21;225;244;34;8;6;0;2;1;0;10;0;0
4;1;3;2;3;713;450;5;171;59;41;128;34;1;10;1;0;0;0;0
4;1;18;23;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;1;9;14;21;1023;679;9;241;160;115;81;67;2;4;0;0;0;0;0
4;1;4;3;69;792;407;23;134;129;57;41;16;0;7;0;0;0;0;0
4;1;5;10;125;930;529;11;218;228;20;13;9;1;7;22;0;0;0;0
4;1;18;23;24;660;423;12;141;136;52;35;37;2;8;0;0;0;0;0
4;1;8;13;10;802;565;10;147;155;141;49;54;3;6;0;0;0;0;0
4;1;17;22;111;871;657;43;243;229;51;45;41;0;2;3;0;0;0;0
4;1;10;15;50;0;5425;62;2275;1168;399;1138;276;8;78;21;0;0;0;0
4;1;3;2;61;562;323;6;107;98;22;62;15;2;11;0;0;0;0;0
4;1;17;22;34;720;422;11;178;123;33;46;24;0;2;4;0;0;1;0
4;1;9;14;50;1030;588;20;233;227;39;44;15;1;7;2;0;0;0;0
4;1;12;17;3;882;476;2;179;92;30;118;37;2;11;5;0;0;0;0
4;1;2;8;9;839;517;4;198;70;62;131;39;1;10;2;0;0;0;0
4;1;15;20;11;977;485;14;176;155;37;69;18;1;3;12;0;0;0;0
4;1;3;2;64;723;433;7;167;92;19;111;26;1;6;4;0;0;0;0
4;1;14;19;6;757;438;28;157;93;48;56;46;1;6;3;0;0;0;0
4;1;11;16;13;844;484;15;190;111;26;100;31;0;6;5;0;0;0;0
4;1;3;2;90;546;344;7;160;85;26;34;28;2;2;0;0;0;0;0
4;1;3;2;0;0;261;4;114;63;14;47;15;0;4;0;0;0;0;0
4;1;10;15;0;0;171;3;58;43;14;37;11;0;4;1;0;0;0;0
4;1;9;14;54;996;596;14;256;184;38;71;21;3;2;7;0;0;0;0
4;1;12;17;6;827;470;11;178;96;40;111;27;0;5;2;0;0;0;0
4;1;5;10;1;817;601;21;257;187;47;48;20;1;5;15;0;0;0;0
4;1;6;11;54;690;484;12;177;229;21;18;21;0;5;1;0;0;0;0
4;1;18;23;80;614;390;21;120;180;29;18;12;1;0;9;0;0;0;0
4;1;5;10;131;690;487;6;142;156;95;47;37;0;4;0;0;0;0;0
4;1;18;23;56;749;539;22;233;201;29;19;21;2;6;6;0;0;0;0
4;1;3;2;19;692;393;10;215;63;25;52;21;1;3;3;0;0;0;0
4;1;14;19;45;587;388;4;86;98;95;32;70;0;3;0;0;0;0;0
4;1;17;22;127;1030;781;19;290;339;54;38;35;1;4;1;0;0;0;0
4;1;1;4;18;984;580;23;207;123;65;121;35;1;4;1;0;0;0;0
4;1;3;2;2;568;307;2;149;61;13;55;17;0;9;1;0;0;0;0
4;1;3;2;76;543;330;4;139;89;24;47;18;0;4;5;0;0;0;0
4;1;4;3;76;0;9405;100;3644;1796;1209;1628;819;15;96;98;0;0;0;0
4;1;10;15;30;708;421;16;164;131;26;51;9;0;8;16;0;0;0;0
4;1;2;7;29;613;347;5;114;56;31;96;36;2;6;1;0;0;0;0
4;1;6;11;41;901;522;33;207;237;18;5;7;1;3;11;0;0;0;0
4;1;17;22;49;721;481;15;155;150;82;43;30;0;6;0;0;0;0;0
4;1;11;16;15;766;479;20;178;96;20;102;35;1;12;15;0;0;0;0
4;1;2;7;18;633;373;20;136;66;35;82;29;0;5;0;0;0;0;0
4;1;1;4;19;1053;635;33;217;120;69;119;58;1;16;2;0;0;0;0
4;1;7;12;35;710;422;6;166;112;42;69;18;1;6;2;0;0;0;0
4;1;6;11;29;576;304;3;136;119;11;13;8;1;6;7;0;0;0;0
4;1;14;19;75;0;7177;70;2527;1528;1473;808;676;18;49;28;0;0;0;0
4;1;16;21;34;616;309;6;123;134;7;9;9;1;2;13;0;5;0;0
4;1;7;12;46;1116;688;14;280;228;60;51;44;0;5;6;0;0;0;0
4;1;16;21;74;722;403;15;177;176;5;3;1;2;3;14;0;7;0;0
4;1;5;10;130;211;153;6;57;35;48;1;5;0;0;1;0;0;0;0
4;1;16;21;89;902;601;9;238;276;24;23;21;0;3;1;0;6;0;0
4;1;5;10;136;880;595;14;215;199;79;44;30;3;8;3;0;0;0;0
4;1;9;14;62;963;532;11;208;170;27;80;17;4;12;3;0;0;0;0
4;1;16;21;106;997;586;46;215;275;14;9;6;0;3;2;0;16;0;0
